model	app	subject	variant	field	value	confidence	evidence_count
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	communication.latency_sensitive	True	high	1
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	communication.bandwidth_sensitive	False	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	memory.numa_sensitive	True	high	2
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	launch.launcher	srun	high	2
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	topology.span	either	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	topology.placement	neighbor	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	topology.co_location	preferred	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	memory.shared_memory	False	high	1
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	io.parallel_io	none	high	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	accelerator.kind	cuda	high	2
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	accelerator.kind	rocm	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	accelerator.multi_gpu	False	high	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	accelerator.gpu_comm	none	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	parallelism	['process', 'mpi', 'gpu']	high	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	communication.pattern	neighbor	high	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	launch.gpus_per_task	1	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	launch.launcher	srun	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	topology.span	either	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	topology.placement	neighbor	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	topology.co_location	required	medium	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	io.parallel_io	none	high	1
us.anthropic.claude-sonnet-5	Quicksilver:gpu-cuda-hip	qs	gpu-cuda-hip	memory.numa_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	parallelism	['mpi']	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	communication.model	mixed	high	2
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	communication.pattern	neighbor	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	communication.intensity	moderate	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	communication.latency_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	communication.bandwidth_sensitive	False	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	accelerator.kind	none	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	launch.launcher	mpirun	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	io.parallel_io	none	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	topology.span	either	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	topology.placement	neighbor	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	topology.co_location	preferred	low	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	memory.cpu_exclusive	False	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:ref	miniFE	ref	memory.shared_memory	False	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	parallelism	['mpi', 'threaded']	high	2
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	communication.model	mixed	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	communication.pattern	neighbor	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	communication.intensity	moderate	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	communication.latency_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	memory.numa_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	accelerator.kind	none	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	launch.launcher	mpirun	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	io.parallel_io	none	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	topology.span	either	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	topology.placement	neighbor	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	memory.numa_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	memory.cpu_exclusive	False	low	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:openmp	miniFE	openmp	topology.co_location	preferred	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	parallelism	['mpi', 'gpu']	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	accelerator.kind	cuda	high	2
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	accelerator.multi_gpu	False	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	accelerator.gpu_comm	gpu_aware_mpi	medium	2
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	communication.model	mixed	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	communication.pattern	neighbor	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	communication.latency_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	topology.co_location	preferred	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	io.parallel_io	none	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	topology.span	either	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	topology.placement	neighbor	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:cuda	miniFE	cuda	memory.numa_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:kokkos	miniFE	kokkos	parallelism	['mpi', 'threaded']	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:kokkos	miniFE	kokkos	communication.model	mixed	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:kokkos	miniFE	kokkos	communication.pattern	neighbor	high	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:kokkos	miniFE	kokkos	communication.intensity	moderate	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:kokkos	miniFE	kokkos	accelerator.kind	none	medium	1
us.anthropic.claude-sonnet-5	miniFE:miniFE:kokkos	miniFE	kokkos	launch.launcher	mpirun	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	launch.launcher	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	launch.gpus_per_task	1	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	io.parallel_io	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	topology.span	single_node	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	topology.placement	any	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	topology.co_location	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	memory.cpu_exclusive	False	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	parallelism	['gpu']	high	2
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	communication.model	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	communication.pattern	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	communication.intensity	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	communication.latency_sensitive	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	communication.bandwidth_sensitive	False	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	accelerator.kind	cuda	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cuda	mixbench	cuda	accelerator.multi_gpu	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	parallelism	['gpu']	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	communication.model	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	communication.pattern	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	communication.intensity	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	communication.latency_sensitive	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	accelerator.kind	rocm	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	accelerator.multi_gpu	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	launch.gpus_per_task	1	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	launch.launcher	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	topology.span	single_node	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	topology.placement	any	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:hip	mixbench	hip	topology.co_location	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	parallelism	['gpu']	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	communication.model	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	communication.pattern	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	communication.intensity	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	accelerator.kind	opencl	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	accelerator.multi_gpu	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	launch.gpus_per_task	1	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	launch.launcher	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	topology.span	single_node	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	topology.placement	any	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	topology.co_location	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:opencl	mixbench	opencl	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	parallelism	['gpu']	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	communication.model	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	communication.pattern	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	communication.intensity	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	accelerator.kind	sycl	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	accelerator.multi_gpu	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	launch.gpus_per_task	1	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	launch.launcher	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	topology.span	single_node	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	topology.placement	any	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	topology.co_location	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:sycl	mixbench	sycl	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	parallelism	['threaded']	high	2
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	communication.model	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	communication.pattern	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	communication.intensity	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	accelerator.kind	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	memory.numa_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	memory.cpu_exclusive	True	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	launch.threads_per_task	0	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	launch.launcher	none	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	topology.span	single_node	high	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	topology.placement	pack	medium	1
us.anthropic.claude-sonnet-5	mixbench:mixbench:cpu-openmp	mixbench	cpu-openmp	topology.co_location	none	high	1
us.anthropic.claude-sonnet-5	hypre:cpu-mpi	hypre (BoomerAMG / HYPRE_parcsr_ls)	cpu-mpi	parallelism	['mpi', 'threaded']	high	2
us.anthropic.claude-sonnet-5	hypre:cpu-mpi	hypre (BoomerAMG / HYPRE_parcsr_ls)	cpu-mpi	communication.model	mixed	high	2
us.anthropic.claude-sonnet-5	hypre:cpu-mpi	hypre (BoomerAMG / HYPRE_parcsr_ls)	cpu-mpi	communication.pattern	neighbor	high	2
us.anthropic.claude-sonnet-5	hypre:cpu-mpi	hypre (BoomerAMG / HYPRE_parcsr_ls)	cpu-mpi	communication.intensity	high	medium	2
us.anthropic.claude-sonnet-5	hypre:cpu-mpi	hypre (BoomerAMG / HYPRE_parcsr_ls)	cpu-mpi	communication.latency_sensitive	True	high	1
us.anthropic.claude-sonnet-5	hypre:cpu-mpi	hypre (BoomerAMG / HYPRE_parcsr_ls)	cpu-mpi	communication.bandwidth_sensitive	False	medium	1
us.anthropic.claude-sonnet-5	hypre:cpu-mpi	hypre (BoomerAMG / HYPRE_parcsr_ls)	cpu-mpi	memory.numa_sensitive	True	medium	2
us.anthropic.claude-sonnet-5	hypre:cpu-mpi	hypre (BoomerAMG / HYPRE_parcsr_ls)	cpu-mpi	launch.launcher	mpirun	high	2
us.anthropic.claude-sonnet-5	hypre:gpu-cuda	hypre (BoomerAMG / HYPRE_parcsr_ls)	gpu-cuda	accelerator.kind	cuda	high	2
us.anthropic.claude-sonnet-5	hypre:gpu-cuda	hypre (BoomerAMG / HYPRE_parcsr_ls)	gpu-cuda	accelerator.multi_gpu	False	medium	1
us.anthropic.claude-sonnet-5	hypre:gpu-cuda	hypre (BoomerAMG / HYPRE_parcsr_ls)	gpu-cuda	accelerator.gpu_comm	gpu_aware_mpi	medium	2
us.anthropic.claude-sonnet-5	hypre:gpu-cuda	hypre (BoomerAMG / HYPRE_parcsr_ls)	gpu-cuda	launch.gpus_per_task	1	high	1
us.anthropic.claude-sonnet-5	hypre:gpu-cuda	hypre (BoomerAMG / HYPRE_parcsr_ls)	gpu-cuda	memory.cpu_exclusive	False	high	1
us.anthropic.claude-sonnet-5	hypre:gpu-cuda	hypre (BoomerAMG / HYPRE_parcsr_ls)	gpu-cuda	topology.placement	pack	medium	1
us.anthropic.claude-sonnet-5	hypre:gpu-cuda	hypre (BoomerAMG / HYPRE_parcsr_ls)	gpu-cuda	topology.co_location	preferred	medium	2
us.anthropic.claude-sonnet-5	hpl	xhpl	general	parallelism	['mpi']	high	2
us.anthropic.claude-sonnet-5	hpl	xhpl	general	communication.model	mixed	high	4
us.anthropic.claude-sonnet-5	hpl	xhpl	general	communication.pattern	broadcast	high	3
us.anthropic.claude-sonnet-5	hpl	xhpl	general	communication.intensity	high	medium	2
us.anthropic.claude-sonnet-5	hpl	xhpl	general	communication.latency_sensitive	True	high	2
us.anthropic.claude-sonnet-5	hpl	xhpl	general	communication.bandwidth_sensitive	True	high	2
us.anthropic.claude-sonnet-5	hpl	xhpl	general	memory.shared_memory	False	medium	1
us.anthropic.claude-sonnet-5	hpl	xhpl	general	accelerator.kind	none	high	1
us.anthropic.claude-sonnet-5	hpl	xhpl	general	launch.launcher	mpirun	high	1
us.anthropic.claude-sonnet-5	hpl	xhpl	general	launch.tasks	4	medium	1
us.anthropic.claude-sonnet-5	hpl	xhpl	general	topology.span	either	high	2
us.anthropic.claude-sonnet-5	hpl	xhpl	general	topology.placement	neighbor	medium	2
us.anthropic.claude-sonnet-5	hpl	xhpl	general	topology.co_location	preferred	medium	2
us.anthropic.claude-sonnet-5	hpl	xhpl	general	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	hpl	xhpl	general	io.parallel_io	none	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	parallelism	['threaded']	high	2
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.model	none	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.pattern	none	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.intensity	none	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.latency_sensitive	False	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.bandwidth_sensitive	True	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	memory.shared_memory	True	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	memory.numa_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	memory.hugepages	False	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	memory.cpu_exclusive	True	medium	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	accelerator.kind	none	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	accelerator.multi_gpu	False	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	launch.launcher	none	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	topology.span	single_node	high	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	topology.co_location	required	medium	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	topology.placement	pack	medium	1
us.anthropic.claude-sonnet-5	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	parallelism	['serial']	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	parallelism	['mpi']	high	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	communication.model	collective	high	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	communication.pattern	reduction	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	communication.intensity	high	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	communication.latency_sensitive	True	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	communication.bandwidth_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	launch.launcher	mpirun	medium	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	accelerator.kind	cuda	medium	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	accelerator.gpu_comm	gpu_aware_mpi	medium	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	accelerator.multi_gpu	False	low	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	topology.span	either	medium	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	topology.placement	any	medium	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	topology.co_location	preferred	medium	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	memory.shared_memory	False	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:mpi-blocking	osu_allreduce	mpi-blocking	memory.cpu_exclusive	True	medium	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:standard (host memory, CPU)	osu_bw	standard (host memory, CPU)	parallelism	['mpi']	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:standard (host memory, CPU)	osu_bw	standard (host memory, CPU)	communication.model	point_to_point	high	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:standard (host memory, CPU)	osu_bw	standard (host memory, CPU)	communication.pattern	pipeline	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:standard (host memory, CPU)	osu_bw	standard (host memory, CPU)	communication.intensity	high	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:standard (host memory, CPU)	osu_bw	standard (host memory, CPU)	communication.latency_sensitive	False	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:standard (host memory, CPU)	osu_bw	standard (host memory, CPU)	communication.bandwidth_sensitive	True	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:standard (host memory, CPU)	osu_bw	standard (host memory, CPU)	launch.tasks	2	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:standard (host memory, CPU)	osu_bw	standard (host memory, CPU)	launch.launcher	mpirun	medium	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:cuda/rocm accelerator build	osu_bw	cuda/rocm accelerator build	parallelism	['mpi', 'gpu']	high	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:cuda/rocm accelerator build	osu_bw	cuda/rocm accelerator build	accelerator.kind	cuda	high	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:cuda/rocm accelerator build	osu_bw	cuda/rocm accelerator build	accelerator.multi_gpu	False	medium	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:cuda/rocm accelerator build	osu_bw	cuda/rocm accelerator build	accelerator.gpu_comm	gpu_aware_mpi	medium	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:cuda/rocm accelerator build	osu_bw	cuda/rocm accelerator build	launch.tasks	2	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:cuda/rocm accelerator build	osu_bw	cuda/rocm accelerator build	launch.launcher	mpirun	medium	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:cuda/rocm accelerator build	osu_bw	cuda/rocm accelerator build	topology.co_location	preferred	high	2
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CPU host buffers, default build)	osu_latency	c/mpi/pt2pt/standard (CPU host buffers, default build)	parallelism	['mpi']	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CPU host buffers, default build)	osu_latency	c/mpi/pt2pt/standard (CPU host buffers, default build)	communication.model	point_to_point	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CPU host buffers, default build)	osu_latency	c/mpi/pt2pt/standard (CPU host buffers, default build)	communication.pattern	neighbor	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CPU host buffers, default build)	osu_latency	c/mpi/pt2pt/standard (CPU host buffers, default build)	communication.intensity	high	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CPU host buffers, default build)	osu_latency	c/mpi/pt2pt/standard (CPU host buffers, default build)	communication.latency_sensitive	True	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CPU host buffers, default build)	osu_latency	c/mpi/pt2pt/standard (CPU host buffers, default build)	communication.bandwidth_sensitive	False	high	1
us.anthropic.claude-sonnet-5	osu-micro-benchmarks:c/mpi/pt2pt/standard (CPU host buffers, default build)	osu_latency	c/mpi/pt2pt/standard (CPU host buffers, default build)	launch.launcher	mpirun	high	2
